Episode,Reward
0,-80.46273333333333
1,-63.28453333333332
2,-92.57016666666668
3,-82.91623333333334
4,-63.002766666666666
5,-73.97763333333334
6,-73.51373333333333
7,-38.00622333333333
8,-18.478916666666667
9,-11.023233333333332
10,-1.2558333333333376
11,-70.07213333333333
12,-41.387766666666664
13,5.575686666666667
14,3.3230377
15,-1.811883666666667
16,2.092460000000001
17,5.053170000000001
18,5.401917366666667
19,-0.20230333333333364
20,-2.60883
21,-5.1250176666666665
22,8.15206
23,17.257986666666667
24,10.45157
25,13.243123666666667
26,15.021428333333334
27,12.830888666666667
28,7.689027333333333
29,5.747108333333333
30,8.293986666666667
31,5.769943666666666
32,-11.953770333333333
33,1.6892199999999997
34,-12.675813333333332
35,1.3968359999999997
36,-13.732883333333335
37,-9.760246666666667
38,-15.351366666666669
39,84.24456666666667
40,62.887926666666665
41,89.00366666666667
42,75.28327
43,86.72083333333335
44,9.652258666666667
45,0.8446393333333333
46,-0.06106466666666669
47,0.7048540000000001
48,0.3672535666666667
49,1.5611333333333333
50,-11.049534999999999
51,0.18403909999999998
52,0.7519879666666666
53,0.04735999999999999
54,-15.631930666666667
55,0.04122073333333339
56,-13.870693333333334
57,-5.259116666666666
58,-18.351944
59,-6.333150000000001
60,-7.9905
61,1.119257
62,0.4099333333333333
63,0.19235266666666664
64,0.3784041333333333
65,-4.423416666666666
66,0.516188
67,-1.0682646666666666
68,-0.24793300000000004
69,-1.1083766666666668
70,-4.209497666666667
71,-0.471055
72,-19.505453
73,-1.8931440333333331
74,-5.119222333333333
75,-1.910412
76,-2.6898513333333334
77,-1.4264866666666665
78,-2.407093333333333
79,0.366195
80,0.26981
81,13.059803333333333
82,39.32485633333334
83,33.300126666666664
84,35.084812
85,35.900073
86,33.30271466666667
87,39.94887466666666
88,31.812837399999996
89,35.62010633333333
90,31.135955
91,34.49175533333333
92,47.14948033333334
93,44.250049666666676
94,51.740987
95,0.642474
96,-1.010423
97,-0.6777712666666668
98,-1.4873786666666664
99,0.08559266666666665
100,0.07475866666666667
101,1.3328733333333334
102,-4.1246887
103,0.7173126666666666
104,0.6113933333333333
105,-1.0365676666666666
106,87.684896
107,87.72537299999999
108,75.22837533333333
109,-6.7951733333333335
110,-2.7723366666666664
111,71.906432
112,95.1404
113,96.648536
114,100.51373333333333
115,-15.594566666666665
116,61.46483333333334
117,63.19876666666668
118,102.05812666666667
119,-9.726573333333333
120,52.86560666666666
121,109.57572529999999
122,73.70964863333334
123,53.074499333333335
124,79.85180666666666
125,55.814431033333335
126,114.70164653333332
127,52.969989999999996
128,66.68770333333333
129,60.48849666666666
130,110.69897933333333
131,84.72424666666666
132,86.22625566666666
133,63.91557233333333
134,92.07767133333334
135,73.47212833333333
136,-38.38045666666667
137,110.69665366666668
138,94.78286333333334
139,74.34805333333334
140,71.71483333333335
141,81.83356533333334
142,60.141099999999994
143,-24.638188666666665
144,-29.86048
145,72.71348033333332
146,25.666622466666666
147,35.185900000000004
148,34.226733333333335
149,12.21978
150,33.310323333333336
151,12.487263333333333
152,-12.720930000000001
153,-24.926953666666666
154,86.27474666666667
155,90.67146823333333
156,96.046514
157,91.524741
158,91.46922533333334
159,9.574756666666666
160,26.908786000000003
161,125.25386666666667
162,62.61566666666667
163,124.51326666666667
164,73.73925333333334
165,123.25033666666667
166,-3.680389999999999
167,-26.264613333333333
168,-26.428452933333332
169,-25.112059333333335
170,-7.706596666666667
171,-47.55346666666666
172,-27.6505459
173,-27.631585666666666
174,-24.522453
175,-27.75503666666667
176,0.325326
177,0.2800396666666667
178,1.429088
179,-0.3618536666666667
180,0.40546
181,1.0117733333333334
182,1.0565344
183,-0.3047453333333333
184,1.0733057666666665
185,3.982863333333333
186,3.6906336666666664
187,3.6908343333333336
188,-15.187316333333335
189,1.1187033333333334
190,8.927469866666668
191,8.820480000000002
192,2.140166666666667
193,12.361265333333334
194,-21.478660900000005
195,-0.435699
196,0.3999493333333333
197,-0.6083412333333333
198,0.016814666666666644
199,0.18148
200,0.38572000000000006
201,0.4620233333333333
202,0.0674533
203,0.6946936666666667
204,-13.970394233333332
205,0.2170953333333334
206,0.4109979333333333
207,-3.8176903333333336
208,-0.7935306666666667
209,1.23860316
210,-0.5973796666666668
211,-6.811653333333333
212,-1.2349700000000003
213,-17.59849
214,-19.9798
215,0.3455893333333333
216,6.430149666666668
217,7.949704666666668
218,-0.3464733333333334
219,0.4841833333333334
220,-1.7234796666666667
221,-1.4461066666666669
222,-0.7630623333333334
223,0.23494299999999999
224,-20.62365
225,-11.359673766666667
226,-15.608223333333333
227,-6.154852666666667
228,-12.185922
229,-6.30611
230,-1.9906966666666666
231,-8.854073333333332
232,-18.015540333333334
233,3.318592666666667
234,-13.017076666666666
235,-1.7975333333333328
236,7.411683666666666
237,7.3274989999999995
238,-2.0543033333333334
239,-15.15704
240,-7.380606666666666
241,0.6799565333333334
242,-22.965217999999997
243,-29.391755666666665
244,-30.997429999999998
245,-11.84841
246,1.5099233333333342
247,-2.718306666666667
248,-1.0017033333333334
249,-25.660080000000004
250,-21.087951999999998
251,-1.899514
252,-1.797826333333333
253,-2.3547456666666666
254,-32.76613533333333
255,-2.9370686666666663
256,0.0
257,0.008722266666666667
258,-2.9199866666666665
259,0.03487066666666664
260,-7.114202333333334
261,-2.4469100000000004
262,-1.02222
263,0.11700266666666666
264,0.07908833333333333
265,-2.28747
266,-1.415258
267,-15.84531
268,-1.0305163333333331
269,-0.3664416666666666
270,0.6731266666666667
271,6.156633333333333
272,7.620596666666667
273,2.6964536666666667
274,2.6333203333333337
275,-6.550413
276,-22.0181
277,-1.2947021
278,5.035253333333334
279,0.027043333333333308
280,-0.8924262
281,-7.014793333333333
282,1.3912733333333331
283,5.0951200000000005
284,6.838143333333335
285,7.304679
286,-1.3262933333333329
287,13.464933333333333
288,12.016833333333333
289,2.9258266666666657
290,6.113556
291,14.381861333333333
292,5.679783333333333
293,6.787077
294,3.1554066666666665
295,-10.458866666666667
296,-1.841776666666668
297,5.4942761
298,-1.3182313333333333
299,-29.155989
300,6.512421333333333
301,-2.943725666666666
302,-18.43695333333333
303,-29.231956666666665
304,-20.594013333333333
305,-12.653156666666666
306,-19.587149999999998
307,-6.4748133333333335
308,-5.773016999999999
309,0.07732666666666665
310,-1.272265
311,-2.4027203333333333
312,-6.708465933333334
313,-3.4966369
314,-6.678443000000001
315,-14.357433333333333
316,3.9120633333333323
317,-3.622291333333333
318,-0.3961209766666667
319,-0.6666789999999999
320,6.33649
321,4.573356666666666
322,-1.4412566666666666
323,7.755069999999999
324,-5.3785870000000005
325,1.8454412666666666
326,0.20211966666666667
327,-4.4249236666666665
328,-12.275962666666667
329,-13.087469999999998
330,0.18124510000000002
331,-2.8993249999999997
332,-13.393426333333332
333,-5.372863533333334
334,-16.184459
335,-3.0642079999999994
336,-5.278139333333333
337,-20.377754666666664
338,-0.43409866666666663
339,-5.0447983333333335
340,-0.6807226666666667
341,-16.61718
342,-1.25023
343,-0.3527953333333333
344,-0.9642180000000001
345,0.10423166666666667
346,-1.714165666666667
347,-6.669536666666666
348,-4.351078766666666
349,-14.588493333333334
350,-5.7415899999999995
351,-0.04540566666666666
352,-5.0902666666666665
353,-0.5971825666666667
354,-0.45410666666666666
355,-1.2592816666666666
356,-0.0111746
357,-0.6697393333333334
358,0.5252513333333333
359,-0.5428096666666667
360,-0.32239866666666667
361,-1.0050076666666667
362,-1.8170996666666668
363,-4.881238000000001
364,-5.6919966666666655
365,0.3271576666666666
366,-1.7737846666666666
367,-1.8136983333333332
368,-1.8890586666666664
369,-9.035618
370,-5.019056
371,-7.687246666666667
372,0.2614598666666667
373,-3.5060260000000003
374,-0.7586133333333334
375,-9.604953333333334
376,-0.327536
377,-7.048203333333333
378,-16.69154
379,-5.940466666666667
380,-10.417982666666667
381,-17.219157666666664
382,-0.5150239999999999
383,-2.76331
384,-2.89014
385,-1.112546
386,-1.4574433333333332
387,-0.7728863333333335
388,1.6454630000000001
389,-0.8108536666666667
390,-1.2037633333333333
391,-4.537326666666666
392,8.2562
393,-14.279179999999998
394,4.266970333333333
395,-19.798030666666666
396,0.77345
397,-0.24908433333333335
398,-15.384757
399,0.1112933333333334
400,-3.91587
401,1.55562
402,0.16692700000000002
403,-3.8277023333333333
404,-3.126131666666667
405,-7.6508
406,-29.149452999999998
407,-1.6232499999999999
408,-3.1566566666666667
409,-12.559516666666667
410,-23.68474
411,-0.23213766666666666
412,-4.820625266666666
413,-1.9701529999999998
414,-2.4695483333333335
415,0.131935
416,-2.37923
417,-20.15153
418,-0.8815956666666667
419,-1.4124033333333335
420,-11.59386
421,0.056378633333333227
422,-0.898371
423,0.15790456666666666
424,-1.825658
425,-1.423614
426,0.29630906666666673
427,-21.458580666666666
