Episode,Reward
0,-80.59756666666667
1,-84.62076666666667
2,-65.7244
3,47.18710000000001
4,40.26930000000001
5,8.925633333333328
6,22.182866666666666
7,-55.539433333333335
8,33.715666666666664
9,51.09929999999999
10,88.40500000000002
11,-56.395333333333326
12,-20.416600000000003
13,-25.181610000000003
14,34.7365
15,-3.078599999999998
16,-13.958481333333333
17,-8.772129999999999
18,-3.4979000000000013
19,-32.431666666666665
20,-42.191399999999994
21,-7.002966666666666
22,-67.89706666666667
23,-5.8063666666666665
24,-10.166333333333332
25,-19.123973333333332
26,-11.189933333333334
27,-7.362433333333335
28,-41.26176666666666
29,-9.469933333333335
30,18.0244
31,7.500463333333333
32,21.1925
33,22.964433333333336
34,7.460873333333333
35,21.795833333333334
36,15.789633333333333
37,14.447180000000001
38,25.49213333333333
39,21.206733333333332
40,-2.5991999999999984
41,-2.9296666666666673
42,-20.117023333333332
43,-15.507456666666668
44,-10.696299999999999
45,-18.702536666666667
46,18.268653333333333
47,29.310753333333334
48,21.4275
49,-2.3397333333333337
50,-0.006199999999999761
51,-6.022766666666668
52,12.90945
53,18.30018
54,17.962806666666665
55,11.969126666666668
56,19.62041333333333
57,12.29428
58,15.111136666666667
59,9.683063333333333
60,3.010614866666667
61,9.03339
62,20.944396666666666
63,14.94693
64,5.0590383333333335
65,16.09660866666667
66,20.301303333333333
67,10.360046666666667
68,17.981437666666668
69,10.749753333333333
70,1.4561333333333326
71,1.4020733333333328
72,9.105166666666666
73,6.205066666666667
74,3.8121666666666663
75,5.072633333333333
76,4.858099999999999
77,-9.85984
78,5.877166666666667
79,3.759533333333333
80,3.0722
81,6.987333333333335
82,3.0945333333333327
83,3.487933333333333
84,7.471899999999999
85,8.101166666666664
86,-1.2193333333333325
87,2.0572666666666657
88,9.163826233333333
89,20.348213333333334
90,22.707676666666668
91,6.976304333333334
92,17.55302
93,22.079843333333333
94,12.489750333333333
95,19.718010000000003
96,21.932763999999995
97,15.607513333333335
98,6.4003533333333325
99,16.32757666666667
100,6.483440000000001
101,19.932381666666668
102,20.688376666666667
103,9.653846666666666
104,9.910752
105,21.379959666666664
106,19.647873333333333
107,21.56638666666667
108,14.829737399999999
109,20.41687333333333
110,18.035013333333335
111,17.720262333333334
112,18.012826666666665
113,14.880810000000002
114,8.412266666666666
115,18.262856666666664
116,8.49132
117,23.197840000000003
118,15.462569333333334
