Episode,Reward
0,-92.6991
1,-86.2572
2,-93.6727
3,-80.3404
4,-86.8465
5,-75.1546
6,-77.2496
7,-75.0602
8,22.74
9,6.90643
10,22.6238
11,21.2791
12,11.3382
13,3.44282
14,12.5761
15,23.0229
16,20.6942
17,27.891
18,25.9371
19,17.9813
20,12.3499
21,32.4133
22,17.5846
23,-74.9104
24,14.2017
25,40.7696
26,20.4785
27,13.5982
28,7.52066
29,24.2234
30,9.09457
31,12.9419
32,14.1382
33,25.5105
34,10.483
35,7.56294
36,26.5588
37,23.0979
38,25.7022
39,39.5897
40,27.6603
41,33.8657
42,22.7806
43,22.024
44,9.99088
45,46.1369
46,24.6756
47,29.7575
48,3.99026
49,24.4821
50,1.3975
51,2.2066
52,-2.08304
53,-0.669781
54,-2.2728
55,-3.20912
56,-0.439474
57,0.222827
58,5.54885
59,-4.09756
60,-0.873692
61,3.59181
62,1.33646
63,4.85492
64,3.9665
65,-4.54084
66,-1.42244
67,-4.26581
68,-0.333855
69,-4.56481
70,-4.77261
71,0.693575
72,-1.63079
73,-0.131728
74,-4.46496
75,-4.1952
76,5.20017
77,1.36976
78,2.16894
79,2.18945
80,4.24733
81,0.239719
82,-0.441938
83,1.62644
84,1.67393
85,0.59612
86,0.251692
87,-0.242286
88,0.0143865
89,2.84715
90,1.27957
91,1.95805
92,0.761155
93,0
94,1.25144
95,1.28358
96,-0.302828
97,-43.386
98,-0.728885
99,-0.579363
100,0.0886096
101,-0.396678
102,1.81022
103,2.08435
104,0.720387
105,0.282393
106,-0.426528
107,0.201118
108,1.68374
109,-0.276493
110,-63.9847
111,-59.5284
112,-7.31601
113,-12.9662
114,-0.188634
115,2.70554
116,-0.485464
117,0.342868
118,0.681539
119,-1.62346
120,1.08319
121,1.84831
122,-0.580229
123,0.750805
124,-5.84144
125,0.250401
126,0.28358
127,0.907633
128,0.496672
129,-1.86804
130,0.164057
131,0.776437
132,-2.95992
133,-0.839116
134,-1.2233
135,0.235555
136,0.687896
137,-0.46342
138,0.723805
139,-0.217197
140,0.855629
141,-0.275805
142,-1.81971
143,1.88397
144,0.847548
145,0
146,-1.4769
147,-0.951448
148,-0.423044
149,0.0314397
150,-4.62597
151,-1.41442
152,-4.36006
153,-0.468792
154,0.378392
155,0
156,0.317935
157,0
158,0
159,0
160,0
161,-0.12221
162,0.354572
163,0
164,0.430666
165,0.235242
166,-1.24442
167,-0.630648
168,0.266077
169,0
170,1.27727
171,0
172,-0.484991
173,0.332884
174,-5.22877
175,0.846811
176,0.0834242
177,1.48459
178,0
179,21.8371
180,0.686617
181,4.01717
182,0.666645
183,0.218473
184,18.6892
185,-1.13198
186,4.93207
187,10.3306
188,4.87754
189,1.24361
190,-0.400821
191,0.184364
192,2.07215
193,1.7977
194,-1.04286
195,1.72894
196,-1.00106
197,-0.138382
198,-1.23391
199,-2.22061
200,-0.210572
201,-0.651954
202,-6.10874
203,-8.17732
204,-2.56017
205,-1.93271
206,-9.39324
207,-1.85503
208,-1.01348
209,0.415927
210,0
211,0.242877
212,-7.11246
213,0.922982
214,0.127237
215,-10.1489
216,-35.721
217,0.256997
218,0
219,-0.0689547
220,-0.30256
221,0.182134
222,0.0105237
223,0
224,0
225,-0.310495
226,-0.642612
227,1.95104
228,0.275938
229,27.0753
230,14.5913
231,21.4093
232,8.83094
233,19.2734
234,28.9222
235,23.6022
236,-2.44604
237,-3.02945
238,0.468237
239,-2.81189
240,1.55705
241,-3.23144
242,-0.0949595
243,-2.49358
244,-1.00976
245,-0.241525
246,-3.97057
247,0.64266
248,21.204
249,31.5127
250,41.744
251,38.1715
252,47.264
253,42.8038
254,31.8963
255,25.9875
256,27.8469
257,-5.57378
258,24.8071
259,16.9893
260,17.3698
261,20.1394
262,29.176
263,23.5632
264,23.3781
265,25.5647
266,22.6558
267,10.2921
268,20.1788
269,10.8217
270,22.0266
271,5.82469
272,2.05496
273,-5.53183
274,-3.83314
275,0.585457
276,1.05847
277,-7.86987
278,1.54804
279,3.89636
280,2.58107
281,4.83658
282,-0.621774
283,0.841088
284,-0.955123
285,7.94303
286,1.25489
287,-5.22848
288,-0.576921
289,-1.73246
290,0.61737
291,-7.72742
292,-0.15986
293,-1.14346
294,-0.733331
295,0.839753
296,0.143546
297,-2.614
298,-0.629824
299,0.510024
300,2.33484
301,0.400954
302,2.22217
303,-1.18727
304,-0.357332
305,2.7248
306,4.53555
307,4.45753
308,-1.04239
309,1.53319
310,2.97246
311,0.186413
312,-0.061721
313,1.12802
314,-0.290806
315,-4.00602
316,-5.04628
317,-4.24301
318,-4.33597
319,-0.868746
320,0
321,-4.2082
322,0.647029
323,-0.85096
324,-2.40269
325,1.03361
326,23.1086
327,14.8867
328,-2.38369
329,0
330,-5.18102
331,-0.47534
332,0.320156
333,-0.944583
334,0.403024
335,-1.78697
336,-0.843128
337,-2.75366
338,-2.84246
339,-0.278294
340,1.86096
341,0.176397
342,-0.298017
343,0
344,0
345,0
346,-0.0948165
347,0
348,0.378171
349,0
350,-0.7397
351,0
352,0
353,0
354,0
355,1.05417
356,1.82404
357,0.278204
358,0
359,-0.297598
360,0
361,10.2475
362,0
363,9.00667
364,18.907
365,24.9306
366,3.98946
367,-2.59923
368,-2.23504
369,0.103586
370,0.210983
371,3.18563
372,-0.696413
373,0
374,0.421342
375,0
376,0.505676
377,-0.24092
378,-0.573681
379,-0.626955
380,-18.687
381,-0.186157
382,0.330977
383,0.115071
384,0
385,-0.156689
386,0.0979781
387,0
388,0
389,1.7775
390,0
391,0
392,-0.860151
393,0.0294046
394,0
395,0
396,0
397,1.43292
398,1.13096
399,0
400,0
401,1.07345
402,0
403,0
404,1.27702
405,-0.429889
406,1.29328
407,0.885125
408,2.29393
409,0
410,0
411,0.743914
412,0.556977
413,-6.44497
414,-5.15428
415,1.22649
416,0
417,1.54654
418,0
419,0
420,-0.316541
421,0
422,0
423,0.133032
424,0.175456
425,1.04455
426,0.725609
427,9.52684
428,5.87089
429,2.58843
430,0.415914
431,0
432,-0.922745
433,0.168399
434,0.360995
435,0
436,2.75779
437,0.661096
438,0
439,0.0434164
440,0.0904087
441,0
442,0
443,0
444,0.0922444
445,0.0801369
446,-0.244187
447,0.854739
448,-1.00543
449,-0.14584
450,0
451,0.257161
452,0
453,0
454,0
455,0
456,-0.493843
457,-1.31583
458,-3.68529
459,0
460,-0.404732
461,0
462,0
463,0.0136308
464,0.965828
465,0
466,-0.0847478
467,0
468,0.647655
469,0
470,0
471,0.988703
472,-0.72498
473,-1.35153
474,1.10011
475,-0.770043
476,0
477,0
478,-0.666485
479,-0.630427
480,0.819831
481,0
482,0
483,1.01533
484,-0.655659
485,-0.404732
486,-5.82766
487,0
488,0.0979781
489,0.922749
490,-0.186059
491,0.510777
492,-5.80315
493,-0.525596
494,1.20893
495,-1.83573
496,0.295895
497,0.229437
498,2.05296
499,0.193027
500,0.405992
501,1.29909
502,-0.314943
503,1.11793
504,0.239178
505,0.13007
506,0.257561
507,0.13789
508,0
509,0.574149
510,0
511,-0.196601
512,0.852922
513,0.719748
514,-0.592966
515,0.0999674
516,-3.85176
517,-0.0601239
518,-1.2478
519,-0.39491
520,0
521,-0.421334
522,-3.62514
523,-2.67394
524,-0.388784
525,-0.665887
526,-2.75222
527,0
528,0
529,0
530,0
531,0.0801369
532,0.00932326
533,0.110537
534,1.80973
535,0.859166
536,1.39698
537,1.30752
538,-1.10681
539,0.537407
540,-3.29249
541,-7.74583
542,0
543,-4.6275
544,-2.12166
545,-16.5704
546,-41.7461
547,0
548,-1.90096
549,-4.20952
550,-0.559159
551,0.487863
552,-0.396678
553,-0.394028
554,1.44528
555,-3.57276
556,-0.886385
557,-5.77687
558,-1.18042
559,0.355035
560,-1.3394
561,-0.629824
562,-2.68772
563,0
564,-6.48645
565,-1.81957
566,-0.655659
567,0
568,0.351538
569,0.175504
570,-6.53556
571,0
572,-2.99987
573,-0.202757
574,-5.47648
575,1.05397
576,-0.360764
577,-1.26183
578,0
579,-0.0140093
580,0
581,-0.625441
582,-3.09018
583,-4.97527
584,-0.0314543
585,0.100644
586,-9.9756
587,0.149434
588,-1.9689
589,0
590,0
591,-0.41295
592,0
593,-0.703001
594,-0.381223
595,0.638198
596,0
597,0
598,-0.553662
599,0
600,0
601,0.405951
602,1.00317
603,-0.205265
604,0
605,-0.47534
606,0.461933
607,-1.12492
608,-1.92052
609,0.182657
610,-0.0776275
611,0.0043091
612,1.54949
613,0.021
614,1.26795
615,-1.79297
616,0.931534
617,2.50011
618,1.69476
619,0.823064
620,1.52329
621,2.01897
622,-0.218584
623,-2.18548
624,-2.76299
625,0.995843
626,-2.5397
627,0.968151
628,2.7447
629,-3.86335
630,-6.56883
631,2.22044
632,-3.32131
633,-2.21028
634,-2.42879
635,-0.518571
636,-1.33532
637,-2.84801
638,-2.24173
639,1.78193
640,-1.13366
641,3.87706
642,0.301357
643,-2.4138
644,2.43188
645,1.25772
646,2.07576
647,-2.06805
648,0.351657
649,-3.13487
650,-0.914565
651,-2.72303
652,3.54243
653,1.33525
654,3.38079
655,6.3603
656,37.0239
657,28.0351
658,20.0886
659,17.8505
660,15.3215
661,26.2249
662,42.821
663,31.4321
664,26.4229
665,28.1947
666,23.4599
667,29.238
668,18.806
669,18.1238
670,6.13853
671,20.3084
672,16.8622
673,5.8759
674,22.5444
675,21.6506
676,43.6301
677,10.2229
678,11.4097
679,17.9323
680,17.4243
681,20.9559
682,21.2304
683,19.0423
684,10.3017
685,18.7909
686,13.3068
687,27.8849
688,33.69
689,33.8995
690,-64.1313
691,16.7625
692,14.2168
693,26.7501
694,0.313509
695,31.1066
696,25.5266
697,21.8156
698,21.8957
699,19.3558
700,24.7126
701,39.6109
702,18.9497
703,-30.3301
704,-28.0876
705,-3.30344
706,-26.0462
707,-23.4146
708,2.67284
709,1.22496
710,2.7633
711,0.334777
712,0.916325
713,2.58342
714,3.43884
715,1.28783
716,1.83694
717,-0.859485
718,0.593073
719,0.96613
720,1.55088
721,0.555086
722,0
723,-1.18583
724,-0.472134
725,0.498032
726,0.430189
727,0.210918
728,0.303773
729,1.30704
730,1.1795
731,-0.467878
732,0
733,1.37496
734,0.0769792
735,0.146461
736,0.476795
737,2.09306
738,0.507268
739,0.158723
740,2.36794
741,0
742,0.719687
743,0
744,0
745,1.19767
746,0
747,0
748,1.64901
749,0.764223
750,-0.264608
751,0
752,0.0941173
753,-0.361028
754,0.179068
755,-0.314935
756,0.358971
757,1.67084
758,0
759,1.8086
760,0.35342
761,0
762,0.346429
763,0.398569
764,0.0754473
765,0.516239
766,-2.901
767,0.252436
768,0.876291
769,0.637585
770,-0.387013
771,0.615554
772,1.28982
773,0.617438
774,0
775,0
776,1.91976
777,0
778,0.460748
779,0
780,0.0739459
781,-0.350008
782,1.08771
783,0
784,0.234807
785,0
786,-0.578486
787,0.0960283
788,0.129821
789,0
790,-0.387013
791,0.206899
792,0
793,1.21826
794,0.101997
795,1.02902
796,0.0979781
797,0
798,-0.51705
799,0
800,0
801,0.66776
802,-0.387545
803,0.918304
804,0.399274
805,1.29379
806,0
807,0
808,0
809,0.226574
810,-0.336848
811,0
812,1.47087
813,2.30208
814,0.0785422
815,-0.0760028
816,0.996395
817,-2.64432
818,0.702614
819,-0.41295
820,-0.604134
821,-0.202184
822,-0.672601
823,-7.01855
824,-0.745635
825,-2.16565
826,4.68823
827,-0.710768
828,2.60229
829,4.0677
830,1.9672
831,0.944467
832,1.44973
833,2.63238
834,-0.562767
835,0.814969
836,3.46594
837,-2.31095
838,3.42176
839,-3.99717
840,1.3236
841,-0.286296
842,-1.07369
843,0.640149
844,4.81018
845,-4.07728
846,1.87899
847,-4.37703
848,-4.29003
849,-0.210573
850,4.08381
851,1.47
852,2.41799
853,-0.711517
854,2.30414
855,1.75753
856,2.37038
857,-0.638884
858,-3.14499
859,1.18641
860,3.30583
861,2.53538
862,2.17634
863,1.39828
864,2.04328
865,1.00621
866,1.80961
867,0.757965
868,0.861984
869,2.85183
870,1.54865
871,-1.71371
872,2.43262
873,-3.28787
874,4.68863
875,-0.587729
876,1.38615
877,3.12287
878,1.66191
879,1.13322
880,1.68858
881,2.32713
882,0.0591523
883,0.481779
884,2.20508
885,2.77168
886,4.31117
887,-2.15317
888,6.13335
889,23.5513
890,0.888217
891,1.85552
892,0.115071
893,2.17072
894,0.338082
895,1.15979
896,0.0977626
897,-0.547157
898,0.457713
899,-0.154595
900,1.12423
901,0
902,1.98817
903,0.617734
904,0.617385
905,0.274139
906,2.06318
907,5.11074
908,1.91011
909,-2.73319
910,-1.44725
911,0.51466
912,-0.870406
913,0.596225
914,2.26619
915,-0.509651
916,1.0474
917,4.40655
918,-3.80973
919,3.09983
920,0
921,1.79785
922,0.663181
923,0.673056
924,-1.1372
925,-0.28711
926,-0.170077
927,0
928,0.246595
929,0
930,0
931,0.23724
932,-0.398121
933,0.186362
934,0.212593
935,-0.547157
936,0
937,0
938,0
939,0.205779
940,3.05036
941,-1.75144
942,-4.36837
943,-1.07551
944,0.975502
945,0
946,0
947,0
948,0.0960283
949,0
950,0
951,0
952,0
953,18.7009
954,0
955,1.54819
956,17.1022
957,45.9679
958,22.775
959,30.0588
960,17.9701
961,17.4749
962,18.0723
963,14.2905
964,44.0356
965,8.81812
966,29.8764
967,18.7967
968,25.6227
969,15.1672
970,24.7165
971,27.3128
972,22.5927
973,11.0888
974,31.575
975,29.6035
976,40.5654
977,31.0599
978,13.95
979,26.7603
980,17.5788
981,25.8359
982,26.327
983,14.0068
984,20.2918
985,31.3146
986,12.8021
987,27.5805
988,33.7587
989,27.8785
990,36.7788
991,21.5844
992,21.2502
993,15.4486
994,23.663
995,31.9402
996,37.1576
997,38.3122
998,1.8247
999,23.3526
1000,25.5807
1001,19.3247
1002,23.1113
1003,24.8635
1004,13.7254
1005,16.1002
1006,31.3525
1007,10.1571
1008,14.1373
1009,28.1356
1010,22.9994
1011,5.52184
1012,12.9297
1013,27.2346
1014,16.6798
1015,11.75
1016,11.2413
1017,12.0931
1018,5.02103
1019,35.8886
1020,34.2003
1021,28.5483
1022,20.6817
1023,18.366
1024,23.5437
1025,19.0788
1026,24.5262
1027,28.2399
1028,5.49235
1029,41.1474
1030,27.8834
1031,6.24844
1032,34.2385
1033,27.2358
1034,23.2529
1035,19.5567
1036,13.0999
1037,26.2902
1038,29.9699
1039,26.659
1040,31.4934
1041,45.1798
1042,5.92756
1043,14.0376
1044,-67.1144
1045,27.0615
1046,33.4709
